,recipeName,recipeLink,name,calories,fat,protein,carb,imgURL,click_count,image
177,White-Chicken-Enchiladas-W_-Green-Chilies-2427256,recipe/White-Chicken-Enchiladas-W_-Green-Chilies-2427256,White Chicken Enchiladas W/ Green Chilies,330,21.0,18.0,17.0,https://lh3.googleusercontent.com/ChI4DmEe7R_C3WPbifTZRRsXDtrn_CisC1cOnWVzN5ZFbrOZ-K4I7VN9Vjk_D7g_RashbcfyTzotvEqAvfuL1TA,48106,https://lh3.googleusercontent.com/ChI4DmEe7R_C3WPbifTZRRsXDtrn_CisC1cOnWVzN5ZFbrOZ-K4I7VN9Vjk_D7g_RashbcfyTzotvEqAvfuL1TA=s640-c-rw-v1-e365
178,One-pan-Maple-Dijon-Apple-Pork-Loin-9029406,recipe/One-pan-Maple-Dijon-Apple-Pork-Loin-9029406,One-pan Maple-Dijon Apple Pork Loin,270,10.0,30.0,17.0,https://lh3.googleusercontent.com/TGlAkjFCGfVKQ3i-e445JbFZqToIwxHBhN_oJR8enawRqAe1zzGrtnZY0TUdMs4sPgBYMEf08FCT5tRI03MSX7s,2475,https://lh3.googleusercontent.com/TGlAkjFCGfVKQ3i-e445JbFZqToIwxHBhN_oJR8enawRqAe1zzGrtnZY0TUdMs4sPgBYMEf08FCT5tRI03MSX7s=s640-c-rw-v1-e365
184,Chicken-and-Potatoes-With-Garlic-Parmesan-Cream-Sauce-2586356,recipe/Chicken-and-Potatoes-With-Garlic-Parmesan-Cream-Sauce-2586356,Chicken and Potatoes With Garlic Parmesan Cream Sauce,260,19.0,7.0,17.0,https://lh3.googleusercontent.com/Q0mZ6WTPKVso7M1IlRdTZutA_AyQ_NW6OubnL7QACK_jG3L7W_9oajCKP8wiQgNewh9QOSsJqopK0ksuMO4E7g,30403,https://lh3.googleusercontent.com/Q0mZ6WTPKVso7M1IlRdTZutA_AyQ_NW6OubnL7QACK_jG3L7W_9oajCKP8wiQgNewh9QOSsJqopK0ksuMO4E7g=s640-c-rw-v1-e365
185,Best-Ever-Broccoli-Cheese-Soup-9101940,recipe/Best-Ever-Broccoli-Cheese-Soup-9101940,Best-Ever Broccoli Cheese Soup,310,20.0,17.0,17.0,https://lh3.googleusercontent.com/AfjrXEJf7IzKcUP3yhdOBzxp0WVYB6B3dU6tICo7fBdO3MaBbo7hsop3HWroCjOKQzUlk7ABFObpZkZ4r4n2,4191,https://lh3.googleusercontent.com/AfjrXEJf7IzKcUP3yhdOBzxp0WVYB6B3dU6tICo7fBdO3MaBbo7hsop3HWroCjOKQzUlk7ABFObpZkZ4r4n2=s640-c-rw-v1-e365
189,German-Oven-Pancakes-2574171,recipe/German-Oven-Pancakes-2574171,German Oven Pancakes,220,13.0,8.0,17.0,https://lh3.googleusercontent.com/WtC7iMjvN0X9a6OEg71p0wEH2x38ISJLWgn9vTayySNGXOj6iHpRIGPd34RUoUAffAqRYZDiKEX1HatZf58oGA,2137,https://lh3.googleusercontent.com/WtC7iMjvN0X9a6OEg71p0wEH2x38ISJLWgn9vTayySNGXOj6iHpRIGPd34RUoUAffAqRYZDiKEX1HatZf58oGA=s640-c-rw-v1-e365
193,Easy-Healthy-Maple-Glazed-Salmon-in-Foil-2637614,recipe/Easy-Healthy-Maple-Glazed-Salmon-in-Foil-2637614,Easy Healthy Maple Glazed Salmon in Foil,280,6.0,35.0,18.0,https://lh3.googleusercontent.com/Of0nipZXlHplyCI1Fw--rGNe7Rcj5HXAyI-cWjmqJBtYg0BRF6E43Y7RxA690eUdQykHZP8twgfjn64HN7Fa2A,25445,https://lh3.googleusercontent.com/Of0nipZXlHplyCI1Fw--rGNe7Rcj5HXAyI-cWjmqJBtYg0BRF6E43Y7RxA690eUdQykHZP8twgfjn64HN7Fa2A=s640-c-rw-v1-e365
195,Avocado-Salad-2505275,recipe/Avocado-Salad-2505275,Avocado Salad,320,29.0,4.0,18.0,https://lh3.googleusercontent.com/F7c-XB84fP7c5jriLbs3jddXXHZ8nElfksyk3fwSsildmh8k4m8RIzN_GaqngcIONFtahEh-MxHbs_-fz3e-Mg,58510,https://lh3.googleusercontent.com/F7c-XB84fP7c5jriLbs3jddXXHZ8nElfksyk3fwSsildmh8k4m8RIzN_GaqngcIONFtahEh-MxHbs_-fz3e-Mg=s640-c-rw-v1-e365
210,The-Best-Hot-Chocolate-Recipe-Ever-2529145,recipe/The-Best-Hot-Chocolate-Recipe-Ever-2529145,The Best Hot Chocolate Recipe Ever,240,18.0,4.0,18.0,https://lh3.googleusercontent.com/80TY_G6MS5SifIa6C6ygY3wMP-D3Ix6YXhQ7AtV6WBAEb77pRgeOFCJfHhKVFZ4JSjwCD48du-lsLJ0LYtyo_w,3478,https://lh3.googleusercontent.com/80TY_G6MS5SifIa6C6ygY3wMP-D3Ix6YXhQ7AtV6WBAEb77pRgeOFCJfHhKVFZ4JSjwCD48du-lsLJ0LYtyo_w=s640-c-rw-v1-e365
213,Crawfish-Etouffee-2670864,recipe/Crawfish-Etouffee-2670864,Crawfish Étouffée,300,16.0,20.0,19.0,https://lh3.googleusercontent.com/8oWgUtc0VMZWV6k69GG3orFqO8q9lQWBn1n4GHjvK5XxTUz-nkWBfE7Rz7hU9OHkS8AfhF_vv6ntdjZZ0GxIKjA,1320,https://lh3.googleusercontent.com/8oWgUtc0VMZWV6k69GG3orFqO8q9lQWBn1n4GHjvK5XxTUz-nkWBfE7Rz7hU9OHkS8AfhF_vv6ntdjZZ0GxIKjA=s640-c-rw-v1-e365
214,Homemade-Yum-Yum-Sauce-2535731,recipe/Homemade-Yum-Yum-Sauce-2535731,Homemade Yum Yum Sauce,320,27.0,0.5,19.0,https://lh3.googleusercontent.com/cwodcVZPDxK58HP7zq4up5WC3742KCIhKacICJXj0l4iLlSwSg7XvgX6-e9XELGDzR0jx9ja_XQLgeMgPNAu2pM,739,https://lh3.googleusercontent.com/cwodcVZPDxK58HP7zq4up5WC3742KCIhKacICJXj0l4iLlSwSg7XvgX6-e9XELGDzR0jx9ja_XQLgeMgPNAu2pM=s640-c-rw-v1-e365
215,Easy-Baked-Chicken-Tacos-2481309,recipe/Easy-Baked-Chicken-Tacos-2481309,Easy Baked Chicken Tacos,210,10.0,11.0,19.0,https://lh3.googleusercontent.com/eS-nc69UxwazDweamZAuLAh9OdRN4OkssfVIHB0Ux5ZocXz39ynxCH2oyO-k9TXWv6irYp8tpcwUsIWnBhPT0g,87956,https://lh3.googleusercontent.com/eS-nc69UxwazDweamZAuLAh9OdRN4OkssfVIHB0Ux5ZocXz39ynxCH2oyO-k9TXWv6irYp8tpcwUsIWnBhPT0g=s640-c-rw-v1-e365
216,Garlic-Parmesan-Green-Beans-with-Bacon-2613231,recipe/Garlic-Parmesan-Green-Beans-with-Bacon-2613231,Garlic Parmesan Green Beans with Bacon,380,30.0,13.0,19.0,https://lh3.googleusercontent.com/qn7rR9qMTyJONWNqhfLSHUMudK-zGyNtNvkhCeWzb8cTsGsrQwJjRxqhLjGM2J45ZLeMNpz8dW-nqKHjQ-AEuA,1684,https://lh3.googleusercontent.com/qn7rR9qMTyJONWNqhfLSHUMudK-zGyNtNvkhCeWzb8cTsGsrQwJjRxqhLjGM2J45ZLeMNpz8dW-nqKHjQ-AEuA=s640-c-rw-v1-e365
222,5-Ingredient-Honey-Mustard-Chicken-Breasts-9029445,recipe/5-Ingredient-Honey-Mustard-Chicken-Breasts-9029445,5-Ingredient Honey-Mustard Chicken Breasts,290,13.0,24.0,19.0,https://lh3.googleusercontent.com/IuuFI1bzDXaiwzktNLPLbjp9jgmweZAAKOyJ10ZEkPRMjkfdGKqA5TggamDjMc8iPjFVnmKiZjOdh2bsWv2x,15684,https://lh3.googleusercontent.com/IuuFI1bzDXaiwzktNLPLbjp9jgmweZAAKOyJ10ZEkPRMjkfdGKqA5TggamDjMc8iPjFVnmKiZjOdh2bsWv2x=s640-c-rw-v1-e365
226,Jalapeno-Popper-Egg-Cups-2116529,recipe/Jalapeno-Popper-Egg-Cups-2116529,Jalapeno Popper Egg Cups,240,22.0,11.0,2.0,https://lh3.googleusercontent.com/Xjfahf-3l23TAAeGE39nci7KV9gzXSP-7pNEnLYF4w2KaUrDZpGUKsdfCo3wSNQX3jq-fEm0yEV5uW9tEEyYrQ,26644,https://lh3.googleusercontent.com/Xjfahf-3l23TAAeGE39nci7KV9gzXSP-7pNEnLYF4w2KaUrDZpGUKsdfCo3wSNQX3jq-fEm0yEV5uW9tEEyYrQ=s640-c-rw-v1-e365
229,Parmesan-Crisps-2570468,recipe/Parmesan-Crisps-2570468,Parmesan Crisps,210,15.0,17.0,2.0,https://lh3.googleusercontent.com/rVcZEY4RNnR75DFcVlNpLkTCm4RTEdYnrLm_NPw72oAQfQZ401420BN9xhGVeqdeK43nzG2UdPqJDcVaM_ZrAA,12792,https://lh3.googleusercontent.com/rVcZEY4RNnR75DFcVlNpLkTCm4RTEdYnrLm_NPw72oAQfQZ401420BN9xhGVeqdeK43nzG2UdPqJDcVaM_ZrAA=s640-c-rw-v1-e365
230,Easy-Parmesan-Chicken-Casserole-9073092,recipe/Easy-Parmesan-Chicken-Casserole-9073092,Easy Parmesan Chicken Casserole,350,23.0,33.0,2.0,https://lh3.googleusercontent.com/YolH7evLegswGFwiEdpuRmzRaaSn6zXN9YfBSpERjDFJ9boLb7cPBrthD-nJMpjvPVl_7BjtT0n86_MsUQfTvw,2309,https://lh3.googleusercontent.com/YolH7evLegswGFwiEdpuRmzRaaSn6zXN9YfBSpERjDFJ9boLb7cPBrthD-nJMpjvPVl_7BjtT0n86_MsUQfTvw=s640-c-rw-v1-e365
236,The-Only-Salad-Dressing-You_ll-Ever-Need-2568668,recipe/The-Only-Salad-Dressing-You_ll-Ever-Need-2568668,The Only Salad Dressing You'll Ever Need,250,27.0,0.0,2.0,https://lh3.googleusercontent.com/FM7noqHtCcYKPOtteCs1ia_N8VQz76w8P8jkckeExGsUOLVx2uDOXhTK3sdoN05zptK83cHNFkJgRxT7pBJ9,563,https://lh3.googleusercontent.com/FM7noqHtCcYKPOtteCs1ia_N8VQz76w8P8jkckeExGsUOLVx2uDOXhTK3sdoN05zptK83cHNFkJgRxT7pBJ9=s640-c-rw-v1-e365
237,Amaretto-Sour-With-Bourbon-2617418,recipe/Amaretto-Sour-With-Bourbon-2617418,Amaretto Sour With Bourbon,390,0.0,60.0,2.0,https://lh5.ggpht.com/p377m1NFfY9VtlI05_-p1VH6FFXxV7u9IjYdC3_2D3SEkqjpikWbwRVUzK_HFsKin5imiOcFF7Dx7oPIi58KzSY,3722,https://lh5.ggpht.com/p377m1NFfY9VtlI05_-p1VH6FFXxV7u9IjYdC3_2D3SEkqjpikWbwRVUzK_HFsKin5imiOcFF7Dx7oPIi58KzSY=s640-c-rw-v1-e365
242,Breakfast-Bites-2539704,recipe/Breakfast-Bites-2539704,Breakfast Bites,220,19.0,10.0,2.0,https://lh3.googleusercontent.com/JgUKiAaZxADKbmW4xjGwSKTK1c3NOnS9WRCoalfO-hkIGEBYgfNWNIQfR79aQ49d-UR1Snzp3aYRaxuHN7cpkh0,17365,https://lh3.googleusercontent.com/JgUKiAaZxADKbmW4xjGwSKTK1c3NOnS9WRCoalfO-hkIGEBYgfNWNIQfR79aQ49d-UR1Snzp3aYRaxuHN7cpkh0=s640-c-rw-v1-e365
251,Cheesy-Ranch-Chicken-2368662,recipe/Cheesy-Ranch-Chicken-2368662,Cheesy Ranch Chicken,280,19.0,26.0,2.0,https://lh3.googleusercontent.com/9yq-XLwVgqaCJ3dREoSiA_JTr1LUfbW0kLRojyNDKgf5txNSTD5Q6Et2xuf_x6fPGUzhtaXwobEf5u_OAqw6wdE,86046,https://lh3.googleusercontent.com/9yq-XLwVgqaCJ3dREoSiA_JTr1LUfbW0kLRojyNDKgf5txNSTD5Q6Et2xuf_x6fPGUzhtaXwobEf5u_OAqw6wdE=s640-c-rw-v1-e365
255,Foolproof-Savory-Shepherd_s-Pie-9029503,recipe/Foolproof-Savory-Shepherd_s-Pie-9029503,Foolproof Savory Shepherd's Pie,310,15.0,23.0,20.0,https://lh3.googleusercontent.com/YXB8IQ_XyZ7vp--tpL96XM6MHoBL12bDAvs605e7mEU7aet4GLj07uVfdXQ_gy54ErTOibtU4aiqnvMNZnwy_Qg,4684,https://lh3.googleusercontent.com/YXB8IQ_XyZ7vp--tpL96XM6MHoBL12bDAvs605e7mEU7aet4GLj07uVfdXQ_gy54ErTOibtU4aiqnvMNZnwy_Qg=s640-c-rw-v1-e365
259,Pumpkin-Spice-French-Toast-2527386,recipe/Pumpkin-Spice-French-Toast-2527386,Pumpkin Spice French Toast,240,15.0,7.0,20.0,https://lh3.googleusercontent.com/g_BL12H2yfmnQblfXvBpN02De9w2KiiITb4plE4t972ql0C9kYlQXXme32dHiKMsVg0YFZQI9hnVRArk7i7Gdw,1762,https://lh3.googleusercontent.com/g_BL12H2yfmnQblfXvBpN02De9w2KiiITb4plE4t972ql0C9kYlQXXme32dHiKMsVg0YFZQI9hnVRArk7i7Gdw=s640-c-rw-v1-e365
262,Honey-Soy-Chicken-Breasts-2192893,recipe/Honey-Soy-Chicken-Breasts-2192893,Honey Soy Chicken Breasts,220,3.5,26.0,20.0,https://lh3.googleusercontent.com/ANCn5G--IhE35yME6vtSZuHR0w79dKp43qgSUgX8C2tI8uTDVVDroWL5bjkPECLx5Yy_x0Gk7uxrpaKNea2E,320830,https://lh3.googleusercontent.com/ANCn5G--IhE35yME6vtSZuHR0w79dKp43qgSUgX8C2tI8uTDVVDroWL5bjkPECLx5Yy_x0Gk7uxrpaKNea2E=s640-c-rw-v1-e365
263,Crispy-Cheese-and-Bacon-Potatoes-2245614,recipe/Crispy-Cheese-and-Bacon-Potatoes-2245614,Crispy Cheese and Bacon Potatoes,370,26.0,14.0,20.0,https://lh3.googleusercontent.com/__U9hbgS-qe2ei56LqXSk8Na9VkuiRQK8cnxFlIQ5nsoEKLi9aJpufsutlCtlvOcXMku73vNZVVecK72wC5t5A,148539,https://lh3.googleusercontent.com/__U9hbgS-qe2ei56LqXSk8Na9VkuiRQK8cnxFlIQ5nsoEKLi9aJpufsutlCtlvOcXMku73vNZVVecK72wC5t5A=s640-c-rw-v1-e365
267,Frozen-Gingersnap-Pumpkin-Pie-9088923,recipe/Frozen-Gingersnap-Pumpkin-Pie-9088923,Frozen Gingersnap Pumpkin Pie,310,25.0,2.0,21.0,https://lh3.googleusercontent.com/EXiy7yMZoJ_A_AHxKTKp3jdWykBXTmCTf64Si3zkhbUC1HwFHtdwoT0QCznLu2a9qsixrUad4pCmMVoalvVlFg,2626,https://lh3.googleusercontent.com/EXiy7yMZoJ_A_AHxKTKp3jdWykBXTmCTf64Si3zkhbUC1HwFHtdwoT0QCznLu2a9qsixrUad4pCmMVoalvVlFg=s640-c-rw-v1-e365
268,Strawberry-Cheesecake-Baked-French-Toast-Casserole-2436600,recipe/Strawberry-Cheesecake-Baked-French-Toast-Casserole-2436600,Strawberry Cheesecake Baked French Toast Casserole,210,10.0,8.0,21.0,https://lh3.googleusercontent.com/0o2sL3oeJcK9XAcJPY-eFuyaGHkrxM90LC3ufTMsurBhDsj6al46Q7qhAY6a_lojRBl9ISjA3SMRICRj46JR9w,11410,https://lh3.googleusercontent.com/0o2sL3oeJcK9XAcJPY-eFuyaGHkrxM90LC3ufTMsurBhDsj6al46Q7qhAY6a_lojRBl9ISjA3SMRICRj46JR9w=s640-c-rw-v1-e365
269,5-Ingredient-Peanut-Butter-Energy-Bites-2287254,recipe/5-Ingredient-Peanut-Butter-Energy-Bites-2287254,5 Ingredient Peanut Butter Energy Bites,210,13.0,7.0,21.0,https://lh3.googleusercontent.com/uDZSiO5SbrZBPm4QJLlxbwusuDdWActPwcPE9a1rlt1HdjQWKtjllPCGqokfrt4AN1XrAF5neLj10SNHSoFqSg,38564,https://lh3.googleusercontent.com/uDZSiO5SbrZBPm4QJLlxbwusuDdWActPwcPE9a1rlt1HdjQWKtjllPCGqokfrt4AN1XrAF5neLj10SNHSoFqSg=s640-c-rw-v1-e365
270,Twice-Baked-Potatoes-2465554,recipe/Twice-Baked-Potatoes-2465554,Twice Baked Potatoes,210,12.0,6.0,21.0,https://lh3.googleusercontent.com/5SYEkudUVIfYxonP4sqltjNK2o8MjtHdPbxOXsrlQU80umrwmbo3PXiZ401CsSkUqjgI2MJ5gjlRrnc-E5YR,7919,https://lh3.googleusercontent.com/5SYEkudUVIfYxonP4sqltjNK2o8MjtHdPbxOXsrlQU80umrwmbo3PXiZ401CsSkUqjgI2MJ5gjlRrnc-E5YR=s640-c-rw-v1-e365
271,The-Best-Pan-Fried-Breakfast-Potatoes-2185030,recipe/The-Best-Pan-Fried-Breakfast-Potatoes-2185030,The Best Pan-Fried Breakfast Potatoes,230,14.0,6.0,21.0,https://lh3.googleusercontent.com/Rv-SOs4izR7DltbDtoHAKuwp6ofI-GBe_5Z2sOVg7_9hL0Yfx5AR2WF2iWKPPjwhJ8YyyPYHOHQTR9VRm1JW,67067,https://lh3.googleusercontent.com/Rv-SOs4izR7DltbDtoHAKuwp6ofI-GBe_5Z2sOVg7_9hL0Yfx5AR2WF2iWKPPjwhJ8YyyPYHOHQTR9VRm1JW=s640-c-rw-v1-e365
274,Bacon-Ranch-Potato-Salad-2661649,recipe/Bacon-Ranch-Potato-Salad-2661649,Bacon Ranch Potato Salad,380,26.0,16.0,21.0,https://lh3.googleusercontent.com/6YUjimT6wdt5hzE5vwtYY-Q0JhqHSkyJR0Gfw7UsRAUNje1FXD1NTgv7GsDDcBXi_HoepgXsTQRlCMaqnCZ5kQ,16831,https://lh3.googleusercontent.com/6YUjimT6wdt5hzE5vwtYY-Q0JhqHSkyJR0Gfw7UsRAUNje1FXD1NTgv7GsDDcBXi_HoepgXsTQRlCMaqnCZ5kQ=s640-c-rw-v1-e365
277,Revolutionary-Mac-_-Cheese-1048867,recipe/Revolutionary-Mac-_-Cheese-1048867,Revolutionary Mac & Cheese,270,13.0,16.0,21.0,https://lh3.googleusercontent.com/XR_Pm7z37o_bE9mjfTKGkKSyMuJHWRRLq7jexRbjkk5pnmUzCkwTOuARgft1TTxI3JCdYUyLNBGZwvqdgtuQP8Y,492628,https://lh3.googleusercontent.com/XR_Pm7z37o_bE9mjfTKGkKSyMuJHWRRLq7jexRbjkk5pnmUzCkwTOuARgft1TTxI3JCdYUyLNBGZwvqdgtuQP8Y=s640-c-rw-v1-e365
279,Busy-Day-Soup-2553114,recipe/Busy-Day-Soup-2553114,Busy Day Soup,270,12.0,19.0,21.0,https://lh3.googleusercontent.com/fJsGpIvx_WxpnNEo83ke43h6P07tIp7W9fabHOOA7YefyYp9J4N_tPBq6JNpOxW67FH05HNe1LVEC8-0M8_WPQ,7540,https://lh3.googleusercontent.com/fJsGpIvx_WxpnNEo83ke43h6P07tIp7W9fabHOOA7YefyYp9J4N_tPBq6JNpOxW67FH05HNe1LVEC8-0M8_WPQ=s640-c-rw-v1-e365
283,Croissants-2228150,recipe/Croissants-2228150,Croissants,230,14.0,4.0,22.0,https://lh3.googleusercontent.com/dH-Aa4e9AlZcx2JEaZUgjU96JMgXQBf5mE9pNDmeKxVUnQFw0wcZ4UArJc7COnJfH49o5Gr-iRMEcEeoMCT3Mg,9089,https://lh3.googleusercontent.com/dH-Aa4e9AlZcx2JEaZUgjU96JMgXQBf5mE9pNDmeKxVUnQFw0wcZ4UArJc7COnJfH49o5Gr-iRMEcEeoMCT3Mg=s640-c-rw-v1-e365
285,Chocolate-Pots-De-Creme-_Vegan-_-Paleo_-2615006,recipe/Chocolate-Pots-De-Creme-_Vegan-_-Paleo_-2615006,Chocolate Pots De Creme (Vegan & Paleo),320,24.0,5.0,22.0,https://lh3.googleusercontent.com/Q4TbNrfHqnms2BQ1nlcj33niCI3yHq706_jXK8eXRuVFIFqPuXlMLxnRPUx4aRsCXm-nLdS-tEaCv6KQDYEl,4565,https://lh3.googleusercontent.com/Q4TbNrfHqnms2BQ1nlcj33niCI3yHq706_jXK8eXRuVFIFqPuXlMLxnRPUx4aRsCXm-nLdS-tEaCv6KQDYEl=s640-c-rw-v1-e365
288,Herbed-Garlic-Bread-9061272,recipe/Herbed-Garlic-Bread-9061272,Herbed Garlic Bread,210,12.0,4.0,22.0,https://lh3.googleusercontent.com/tokZwyRspBmFGPY1WmdExc1TdLaTlmWSVhn39LZ5dsN7bJZQ-oEB_u_60icz5pnzMdutgnMeoQlXug7QWFvv3x4,1026,https://lh3.googleusercontent.com/tokZwyRspBmFGPY1WmdExc1TdLaTlmWSVhn39LZ5dsN7bJZQ-oEB_u_60icz5pnzMdutgnMeoQlXug7QWFvv3x4=s640-c-rw-v1-e365
294,Easy-Sheet-Pan-Chicken-Fajitas-_Whole30-Paleo-Keto_-2715542,recipe/Easy-Sheet-Pan-Chicken-Fajitas-_Whole30-Paleo-Keto_-2715542,Easy Sheet Pan Chicken Fajitas (Whole30 Paleo Keto),360,23.0,18.0,23.0,https://lh3.googleusercontent.com/5Utze3UoD0zVxgPJEX6ykOcTEzzBnd_EJg6geQNMhL3xWfTip8dPK_m_efye1zjq6SpmM_lUNFw_Rloor3Fd1uI,106834,https://lh3.googleusercontent.com/5Utze3UoD0zVxgPJEX6ykOcTEzzBnd_EJg6geQNMhL3xWfTip8dPK_m_efye1zjq6SpmM_lUNFw_Rloor3Fd1uI=s640-c-rw-v1-e365
295,Clean-Eating-Slow-Cooker-Southwestern-2-Bean-Chicken-2682772,recipe/Clean-Eating-Slow-Cooker-Southwestern-2-Bean-Chicken-2682772,Clean Eating Slow Cooker Southwestern 2 Bean Chicken,210,3.0,25.0,23.0,https://lh3.googleusercontent.com/BTPEBYYMeA76w0o0kwNzC0-SecMdqb2bL4eNU52jEV8IHhPpuYF74CEx8KGtM1L6HVU5r3Tv7eFKDyJuz2zyNys,47812,https://lh3.googleusercontent.com/BTPEBYYMeA76w0o0kwNzC0-SecMdqb2bL4eNU52jEV8IHhPpuYF74CEx8KGtM1L6HVU5r3Tv7eFKDyJuz2zyNys=s640-c-rw-v1-e365
298,Roasted-Cauliflower-with-Chipolte-and-Lime-_Vegan_-Gluten-Free_-Dairy-Free_-Paleo-Friendly_-2193066,recipe/Roasted-Cauliflower-with-Chipolte-and-Lime-_Vegan_-Gluten-Free_-Dairy-Free_-Paleo-Friendly_-2193066,"Roasted Cauliflower with Chipolte and Lime (Vegan, Gluten-Free, Dairy-Free, Paleo-Friendly)",220,14.0,7.0,23.0,https://lh3.googleusercontent.com/9QO6qqs0rwBEjg-IjLl1KbUIqlimuXHuWJBFD0i2K9iTDKsbN35KVJVFoY7bhuoEF0OBD2sGrj1M4vcODRDfxFI,109597,https://lh3.googleusercontent.com/9QO6qqs0rwBEjg-IjLl1KbUIqlimuXHuWJBFD0i2K9iTDKsbN35KVJVFoY7bhuoEF0OBD2sGrj1M4vcODRDfxFI=s640-c-rw-v1-e365
299,Real-Guacamole-2347377,recipe/Real-Guacamole-2347377,Real Guacamole,290,23.0,6.0,23.0,https://lh3.googleusercontent.com/5MYxqyvxZVtk5Oi5JB6OrEs2XyBTilZpbO7O6twOznDiN0YMrQWdz2bzqoO8KxsH9LDvPwc1S9LHqXyEOeRltg,30426,https://lh3.googleusercontent.com/5MYxqyvxZVtk5Oi5JB6OrEs2XyBTilZpbO7O6twOznDiN0YMrQWdz2bzqoO8KxsH9LDvPwc1S9LHqXyEOeRltg=s640-c-rw-v1-e365
306,Chocochip-Gooey-Treats-2406641,recipe/Chocochip-Gooey-Treats-2406641,Chocochip Gooey Treats,270,18.0,3.0,23.0,https://lh4.ggpht.com/bXEdQRNiaYmzbpBTS_l4XhwMrUaWAR-SjskpynvI2KwPXNMvaxRFTU_5O04m8LtFScxAUnbYJPm3n1vEVBbAGw,6389,https://lh4.ggpht.com/bXEdQRNiaYmzbpBTS_l4XhwMrUaWAR-SjskpynvI2KwPXNMvaxRFTU_5O04m8LtFScxAUnbYJPm3n1vEVBbAGw=s640-c-rw-v1-e365
309,Skillet-Chicken-Tacos-9063800,recipe/Skillet-Chicken-Tacos-9063800,Skillet Chicken Tacos,330,15.0,23.0,24.0,https://lh3.googleusercontent.com/mpLwwl1YC77BeRf64alsdhPMcJDZ0XIZxJ0d8CecPsFWdwwayMKNecG8yakaQERjBwKVZT9ndFeQxASdoJmx5Xo,80405,https://lh3.googleusercontent.com/mpLwwl1YC77BeRf64alsdhPMcJDZ0XIZxJ0d8CecPsFWdwwayMKNecG8yakaQERjBwKVZT9ndFeQxASdoJmx5Xo=s640-c-rw-v1-e365
310,Lemon-Meltaway-Cookies-2231429,recipe/Lemon-Meltaway-Cookies-2231429,Lemon Meltaway Cookies,250,16.0,3.0,24.0,https://lh3.googleusercontent.com/7ZS56-ZUAUWz8cNdAeN10WF1GM3wMoE84iOwVxZid22UvPqLsbrjeOrfyNYq3eu1lbaB_-Bygt63xRMRM9K8Kg,8083,https://lh3.googleusercontent.com/7ZS56-ZUAUWz8cNdAeN10WF1GM3wMoE84iOwVxZid22UvPqLsbrjeOrfyNYq3eu1lbaB_-Bygt63xRMRM9K8Kg=s640-c-rw-v1-e365
318,Crunchy-Detox-Salad-2497438,recipe/Crunchy-Detox-Salad-2497438,Crunchy Detox Salad,280,19.0,8.0,25.0,https://lh3.googleusercontent.com/dSRP5ZtzgqZAM3KtGvkHuZjYjsuckPyeOGQSo9j-7SYHerZKPjyY_Bks4PgXFcyLqU4WopAwwpjh3gVuq27j,9421,https://lh3.googleusercontent.com/dSRP5ZtzgqZAM3KtGvkHuZjYjsuckPyeOGQSo9j-7SYHerZKPjyY_Bks4PgXFcyLqU4WopAwwpjh3gVuq27j=s640-c-rw-v1-e365
319,Pumpkin-Spice-Latte-2624602,recipe/Pumpkin-Spice-Latte-2624602,Pumpkin Spice Latte,220,9.0,8.0,25.0,https://lh3.googleusercontent.com/q3lPUmxKvzK66b_aswSkwsON1pP-JCyq2nlJwx5WcIHiTZHTMi6Hbc0p-4ik793Ka-pTGGgEda6dh93Sx8ZMzw,898,https://lh3.googleusercontent.com/q3lPUmxKvzK66b_aswSkwsON1pP-JCyq2nlJwx5WcIHiTZHTMi6Hbc0p-4ik793Ka-pTGGgEda6dh93Sx8ZMzw=s640-c-rw-v1-e365
322,Classic-Creamy-Chicken-Pot-Pie-9029501,recipe/Classic-Creamy-Chicken-Pot-Pie-9029501,Classic Creamy Chicken Pot Pie,350,23.0,12.0,25.0,https://lh3.googleusercontent.com/I40O1D9xP4X2v2ZF2bHr-HSwsKhIXbGrb1FJnx9hzpmkYWU44yjg68jwtn40vsvGpcrKP1_pH0JOq4R2Vk5Y_g,11518,https://lh3.googleusercontent.com/I40O1D9xP4X2v2ZF2bHr-HSwsKhIXbGrb1FJnx9hzpmkYWU44yjg68jwtn40vsvGpcrKP1_pH0JOq4R2Vk5Y_g=s640-c-rw-v1-e365
328,Lemon-Butter-Cookies-2625787,recipe/Lemon-Butter-Cookies-2625787,Lemon Butter Cookies,230,13.0,3.0,26.0,https://lh3.googleusercontent.com/ralxcSnqNJv7JiuRd63MAM3cuaJnaj0YRJn4eQ2XvM8xKjndnC6K-nKGSjMb_mO0-91LvT_gc3hI9vsTDuL5,4930,https://lh3.googleusercontent.com/ralxcSnqNJv7JiuRd63MAM3cuaJnaj0YRJn4eQ2XvM8xKjndnC6K-nKGSjMb_mO0-91LvT_gc3hI9vsTDuL5=s640-c-rw-v1-e365
