name,fat,protein,carb,calories,recipeLink,recipeName,recipeUrl,click_count
Edible-Cookie-Dough-2618661,30.0,5.0,50.0,470,recipe/Edible-Cookie-Dough-2618661,Edible Cookie Dough,https://lh3.googleusercontent.com/s-0HilcI7gg9uhBHaeH_wk3BrpDl5himVAh8x1hZO6O1-4khEAIbKNL_hGwhaJ7msbumtk2Y_62rpGDzZprmeg,15315
Keto-Low-Carb-Beef-and-Broccoli-2492804,6.0,14.0,51.0,320,recipe/Keto-Low-Carb-Beef-and-Broccoli-2492804,Keto Low Carb Beef and Broccoli,https://lh3.googleusercontent.com/AuHwoaAPsA0IRaR5hwYNufGKE0XTv2LbrGICSkHgy9KiDazTKQGqFY0zBrRJ8302YBiAbI3RpOwRp0XtrxGm9Q,76513
Cheesecake-Cupcakes-9073059,56.0,89.0,51.0,1070,recipe/Cheesecake-Cupcakes-9073059,Cheesecake Cupcakes,https://lh3.googleusercontent.com/2u659XVRC0P6Z6l0aOS8YQBUaVfyL95UQW4S4vqiaVM-AycP-nlTIHiPNCo-IA61zkA3oRYEqsurqxR2g945,1928
Thanksgiving-Punch-9105822,5.0,9.0,51.0,280,recipe/Thanksgiving-Punch-9105822,Thanksgiving Punch,https://lh3.googleusercontent.com/LqFLZQnKnG9Auec8yrXX1nKu5j47t9UCakYTm55_wA1nXQUTYf6qDH7LqeYgwO9OCfCdTPrroIrLFEjXFwrQ6Q,2462
Slow-Cooker-Beef-Bourguignon-2484519,25.0,9.0,52.0,470,recipe/Slow-Cooker-Beef-Bourguignon-2484519,Slow Cooker Beef Bourguignon,https://lh3.googleusercontent.com/N51oAzAMunCSP7rPemULYQt4KwT3OKwryQxDMdl2Z9tgJh97uT6QnjKCgePGIh1TYfwcGL8by41hwV94Ktw1eQ,31756
Chinese-Orange-Chicken-2405972,22.0,101.0,52.0,820,recipe/Chinese-Orange-Chicken-2405972,Chinese Orange Chicken,https://lh3.googleusercontent.com/e8aD2q1til8ho4Gz82-G8GuHH-q5STXVOgJ04RP8EIFFrwZ7ZVk5mjD3ziSnh3UREyV3vDSgeW-gZuksiaT4Hw,6317
Peppermint-Mocha-Mix-9110764,16.0,20.0,52.0,420,recipe/Peppermint-Mocha-Mix-9110764,Peppermint Mocha Mix,https://lh3.googleusercontent.com/KKx0mXn4GDUyDjMnj37r3_5bAd2yI8HHpwNs_ViE1XelAv_nIDgyOyEqEKjiw_Ixhw7_oY8Qaqmcg0IHu3lKkA,129
DIY-Popeyes-Chicken-Sandwich-9063925,42.0,34.0,52.0,720,recipe/DIY-Popeyes-Chicken-Sandwich-9063925,DIY Popeyes Chicken Sandwich,https://lh3.googleusercontent.com/xmd0TmQbft3oZrf14SpF-hFCmVyKgBNeQCns3c7Chwjboinjh3_PqmGqgsCBhEQ0djgeWnJxSKsly0LKuptHNw0,7209
Sauteed-Spinach-with-Garlic-2640458,8.0,6.0,53.0,300,recipe/Sauteed-Spinach-with-Garlic-2640458,Sautéed Spinach with Garlic,https://lh3.googleusercontent.com/m-S2D7CVOXMdIGuL6dhnN09kM182C864Zcrr-UWunPz0BuYTWcbMglZ5vqToO6BoqJKtZnpkB6NnSznFyD2u7Q,6425
Cheesy-Gluten-Free-Cauliflower-Crust-Pizzas-9029482,38.0,34.0,53.0,670,recipe/Cheesy-Gluten-Free-Cauliflower-Crust-Pizzas-9029482,Cheesy Gluten-Free Cauliflower Crust Pizzas,https://lh3.googleusercontent.com/gEnRoL6O3FfxnR2IW3frKXjVgbfNJuqEoDHcwqB9XbbSRnjW27QnObhTvA_FgpPNdko8LAPg3peVUCZs8unIjQ,17849
Honey-Salmon-with-Snappy-Couscous-9126233,6.0,10.0,53.0,300,recipe/Honey-Salmon-with-Snappy-Couscous-9126233,Honey Salmon with Snappy Couscous,https://lh3.googleusercontent.com/4KTq75bZeXPgFSgiLETfonWnwaiGi_avw0SG6WmXlC7yLGoCIBLtRGO039CyzM79pszuy6xIecRRDS_NSsIrafM,471
Pineapple-Avocado-Detox-Smoothie-9102550,45.0,9.0,53.0,610,recipe/Pineapple-Avocado-Detox-Smoothie-9102550,Pineapple Avocado Detox Smoothie,https://lh3.googleusercontent.com/NgGh-hyuwAvKrMCWqvct6cbPBghBDdLW7lsXn5liWBCM1cALcoVHRWPtY7Bf-5Ar7IJHhjrVkm7zPXED0aF4oEk,3374
Chicken-Ranch-Wraps-2307310,21.0,4.0,53.0,400,recipe/Chicken-Ranch-Wraps-2307310,Chicken Ranch Wraps,https://lh3.googleusercontent.com/Q1M04hPULv1kwJjNJRRgmpn1h7UXNy6L-M-lvsLrajZpLRkg_NQ7FqvNkQc2cFawLR_UhqF7y_S3OU5ngLvzTw,48332
Tuscan-Style-Grilled-Rib-Eye-Steak-2434428,6.0,15.0,53.0,320,recipe/Tuscan-Style-Grilled-Rib-Eye-Steak-2434428,Tuscan-Style Grilled Rib Eye Steak,https://lh3.googleusercontent.com/EQudPUIFE_TRvjI6zJHCUgptV7cUqCMkPA-FMISvJ7nRMCLuVhqsC8W0TlcumtljGDqlDQaVr2EO0IfGS1w1,5827
Churros-2497113,18.0,5.0,53.0,390,recipe/Churros-2497113,Churros,https://lh3.googleusercontent.com/clYmJxPnSfnya8YkXwMWKvzLOlpwYztB5aqGPFmICWzfX1q1u4VylQjICWHjRIKEE-lKJUV9587-mq2l6aBEh4s,3117
Cinnamon-Roll-Bread-2187976,5.0,5.0,53.0,280,recipe/Cinnamon-Roll-Bread-2187976,Cinnamon Roll Bread,https://lh3.googleusercontent.com/Pmuj-8t0fYTIoNYSjyl2U7R9VikjXPYxpMWTmTRJ3DG2wCilhf-PmEzLOEJiTz25wzrD-QJCCA-IY69uWIwaGA,691
The-BEST-Cream-Cheese-Frosting-9030356,40.0,37.0,53.0,710,recipe/The-BEST-Cream-Cheese-Frosting-9030356,The BEST Cream Cheese Frosting,https://lh3.googleusercontent.com/990Q7gPCIw0yL2IdOvYeV9OX4NUMtFK567jLBrrMeYPaGnqaklZX6odtFVJM5lwtZIILr39fodEJzIMGo8AX,922
Garlic-Butter-Shrimp-2466095,13.0,4.0,54.0,340,recipe/Garlic-Butter-Shrimp-2466095,Garlic Butter Shrimp,https://lh3.googleusercontent.com/uj1X88p3Lelc2zHFhjz44XVYA2uN5xgtNxLvlgG3lLeXVtQ7DmlaOJbmyqKjdrSaYGjJpivQ3ZSqn0fvWaigeA,13582
Oven-Braised-Brisket-2707511,21.0,50.0,54.0,600,recipe/Oven-Braised-Brisket-2707511,Oven-Braised Brisket,https://lh3.googleusercontent.com/TMXNwhIWDEJzrWn8rhkvjB-K1Lxnq9omuqqkYqAn5FLH2EZDTbuxjkAhfhTfScAmiOMi4vcxssvBtYNLVr0xRQ,1805
Chicken-_-Apple-Sausage-with-Sweet-Potato-9060779,18.0,18.0,55.0,440,recipe/Chicken-_-Apple-Sausage-with-Sweet-Potato-9060779,Chicken & Apple Sausage with Sweet Potato,https://lh3.googleusercontent.com/Jn00v57ft7Y32WBHjSaoFAzRTqpHBWbPuR1z5LY5LtykWzf65cJXiEw9h_jwNnnQa-XQfMeX9oQOrTstUHN4,1772
Iced-Caramel-Macchiato-2663646,15.0,13.0,55.0,400,recipe/Iced-Caramel-Macchiato-2663646,Iced Caramel Macchiato,https://lh3.googleusercontent.com/LA7K4h-1YV4L-IDex581lHAP5N7-fBVgpuynxpAOMc9KT9hJTVnC9u0P7vCnVy3-BjD9cS-jj3sqRlItUOw,8122
Italian-Ravioli-with-Spinach_-Artichokes_-Capers_-Sun-Dried-Tomatoes-2376487,26.0,22.0,56.0,540,recipe/Italian-Ravioli-with-Spinach_-Artichokes_-Capers_-Sun-Dried-Tomatoes-2376487,"Italian Ravioli with Spinach, Artichokes, Capers, Sun-Dried Tomatoes",https://lh3.googleusercontent.com/KbET8fc2u8k0jE7J_2mWe_vY-pKb0RO5La3HFJlwhMHZwOprt0eVMqTfWcjhD_Iac4hQvMQbWrLfSR6QaegPGA,19597
Awesome-Bacon-And-Potato-Egg-Casserole-9029554,44.0,11.0,56.0,650,recipe/Awesome-Bacon-And-Potato-Egg-Casserole-9029554,Awesome Bacon And Potato Egg Casserole,https://lh3.googleusercontent.com/t-kCKNadIJcAKsRfGw8LmoWspubka8DMMm7HZIbhAnfU3aUS-p0tl0Oeyw-Exz--npjUg8ICipH-yvc16j78ymo,6627
Apple-Crisp-2640908,11.0,2.0,56.0,320,recipe/Apple-Crisp-2640908,Apple Crisp,https://lh3.googleusercontent.com/yT_RF-SxXEK2SjGsT1ynnNmOPzEletBki33AH7z6Nub7k-EjNuA4UHF2CQ_tDRzQnicw6ykcNKtEhUdAUTRm,8434
Easy-5-Minute-Parmesan-Zucchini-2441070,34.0,10.0,56.0,560,recipe/Easy-5-Minute-Parmesan-Zucchini-2441070,Easy 5-Minute Parmesan Zucchini,https://lh3.googleusercontent.com/Rvq10AEE2Igu09XlU9ZML8DNJB-hU507XVLB3LyDrLx7SbQkfnM9ohAb6XCI0VG_yBVYt4-KKbqGQo7grJE-tg,40960
Roasted-Potatoes-2648725,14.0,7.0,56.0,360,recipe/Roasted-Potatoes-2648725,Roasted Potatoes,https://lh3.googleusercontent.com/7iLFal2DnHvlgqeONgPS1RCv5Zb-enTbVAwM4cBKekB1RnI0Ox8Y6Lxh8T22_Y5SuXTt3VQ87-gzLEez2LoM_08,3635
Creamy-Garlic-Pasta-With-Bacon-and-Chicken-2480643,20.0,29.0,56.0,530,recipe/Creamy-Garlic-Pasta-With-Bacon-and-Chicken-2480643,Creamy Garlic Pasta With Bacon and Chicken,https://lh3.googleusercontent.com/qX3S-DEXZHvhq4OttsC-qBGXn9SqjcVa0vuNfSilAzkj3zUfivP5joL_zXBeXk0H2e9Vo0N2uSev_dM4LZNDrw,8833
Mimosa-Sangria-2651061,10.0,8.0,56.0,340,recipe/Mimosa-Sangria-2651061,Mimosa Sangria,https://lh3.googleusercontent.com/K-pgoQnUVE9LgXIcnCmFw8BxiunjCbSaeODOq9_xMCur2ghExpsC6oSiY4-DFGVYDkQyCf41O_3deSIM9L7gPNo,3598
Tall-and-Fluffy-Biscuits-Made-From-Scratch-9092258,24.0,33.0,57.0,550,recipe/Tall-and-Fluffy-Biscuits-Made-From-Scratch-9092258,Tall and Fluffy Biscuits Made From Scratch,https://lh3.googleusercontent.com/LUy9bjxrHf0EQyYe7aDVlkYvUxeI2lJhfDfTcbd3OOxkTRYW8Jb7VJS6tJl0HPq9bMGHIzXz3pOCaxlgXJ24EA,87
Melt-In-Your-Mouth-Baked-Chicken-Breasts-9073095,19.0,9.0,57.0,440,recipe/Melt-In-Your-Mouth-Baked-Chicken-Breasts-9073095,Melt-In-Your-Mouth Baked Chicken Breasts,https://lh3.googleusercontent.com/DW3yCxR7lmKAuJeA4Lyv7yrOM54VXOD4yXFD8ZeQg8zaxDhhmc9FBsAWpH49ptVK7mqBlvGS1z27dYjTETJ7,28641
Garlic-Roasted-Potatoes-2705420,14.0,5.0,57.0,370,recipe/Garlic-Roasted-Potatoes-2705420,Garlic Roasted Potatoes,https://lh3.googleusercontent.com/CmlXc_jzmsqOcIVmiDvU4HA2Hy0R7G7R-2pnFZwLkGA87mU9pnAHtYTx1DsizYVXQresXnxIZp22hTkI69jh,7221
Bubble-and-Squeak-With-Bacon-2576654,25.0,12.0,57.0,490,recipe/Bubble-and-Squeak-With-Bacon-2576654,Bubble and Squeak With Bacon,https://lh3.googleusercontent.com/Y-_dbQx7mZx5TMjGn9fGG-fWG1-ThWdgXSL04Cq1WUnMRUOnFj7KFY28AclJmJZ6HBPlSzUc-DP8Ac-fqbeEqGM,296
Cheesy-Pull-Apart-Garlic-Bread-2525846,25.0,8.0,57.0,490,recipe/Cheesy-Pull-Apart-Garlic-Bread-2525846,Cheesy Pull-Apart Garlic Bread,https://lh3.googleusercontent.com/d30PT_5T739rWzoOXgE6LabLoPaPK3XeR5qGiWoYXNUzOV4JAw3yQ2d7-lwBb_HtTQk93PEMD6TvVX4oJMncMA,633
Korean-Cucumber-Salad-_Oi-Muchim-_-2096578,24.0,25.0,58.0,550,recipe/Korean-Cucumber-Salad-_Oi-Muchim-_-2096578,Korean Cucumber Salad (Oi Muchim 오이무침),https://lh3.googleusercontent.com/VBe8pH8lAxeCzO3489NRlH91U1z9qDPMHrPMPJvLR2cEaAEldYATn0tx75pet3zuJkYcl-KFwGHW3679E2xMmQ,16187
Best-Homemade-Bread-2635177,6.0,9.0,58.0,310,recipe/Best-Homemade-Bread-2635177,Best Homemade Bread,https://lh3.googleusercontent.com/J7JpF76dYucNZIJYzpJEXADPzHtGdQ276ceZZeGPazx2jL-d91MJpKnDlqw3tr2UfOL1d1aUyN2QxiW0__J91g,1663
Crock-Pot-Pot-Roast-2656136,65.0,54.0,58.0,1010,recipe/Crock-Pot-Pot-Roast-2656136,Crock Pot Pot Roast,https://lh3.googleusercontent.com/s7tb0PW7PN4LOPC72Sgs_L5b5QYaxexdbKKTWENuntYrIY2Rt_rxb1X4xt8uFhD4JfbhjesA5ljrmC0sdF_YMV0,4792
Voodoo-Pasta-2542552,16.0,9.0,59.0,390,recipe/Voodoo-Pasta-2542552,Voodoo Pasta,https://lh3.googleusercontent.com/Cg6tuhkxcaRzUM5j1R7a6Khe-k6p5D_gs_teV33xSg2DwtMuWFAf3HjQ1Y5W4zKzCHWYAQi7sdnAnfoEzpxoIw,5756
One-pan-Maple-Dijon-Apple-Pork-Loin-9029406,17.0,10.0,59.0,430,recipe/One-pan-Maple-Dijon-Apple-Pork-Loin-9029406,One-pan Maple-Dijon Apple Pork Loin,https://lh3.googleusercontent.com/TGlAkjFCGfVKQ3i-e445JbFZqToIwxHBhN_oJR8enawRqAe1zzGrtnZY0TUdMs4sPgBYMEf08FCT5tRI03MSX7s,2475
SUPER-MOIST-VANILLA-CAKE-9049188,11.0,12.0,59.0,390,recipe/SUPER-MOIST-VANILLA-CAKE-9049188,SUPER MOIST VANILLA CAKE,https://lh3.googleusercontent.com/0epU3QrX0U2vIjLG24DpKtQv_Pqt5s1CijAXqm2IeGwRjL7VHXz6ZVnjIuMzz9dOy0H_P8StUK1hLBwga5elhA,12045
The-Easiest-Honey-Garlic-Salmon-2386161,17.0,26.0,6.0,290,recipe/The-Easiest-Honey-Garlic-Salmon-2386161,The Easiest Honey Garlic Salmon,https://lh3.googleusercontent.com/uSsLnH5DAGJMNYtBAQ4UvZ6Eit3e-UT3jyMZmzenZIcq_iYgkrAOD2t-yGTQg_mp9hGU5RSCxRW2938P2Noi3g,88102
Firecracker-Salmon-2635272,14.0,2.0,6.0,150,recipe/Firecracker-Salmon-2635272,Firecracker Salmon,https://lh3.googleusercontent.com/NwVTXiLsobuod0owiiONQmB5hgr4uo_JWPGtxjBRf9d4rzpgGmpj0AAGE4WZxuRawObzZWOgMkWrXmU1qzukqA,15346
Easy-Gluten-Free-Mac-And-Cheese-9029417,0.5,156.0,6.0,600,recipe/Easy-Gluten-Free-Mac-And-Cheese-9029417,Easy Gluten-Free Mac And Cheese,https://lh3.googleusercontent.com/2NHYErj0Cy5axT1SGnsae4Mp5_PTGXd9F6rz1sihBSKTts7O1FE9bV50Eoe_X0jAimvfVT9eFHgX9FZp7j63,2577
Golden-Parmesan-Herb-Crusted-Salmon-9029465,23.0,26.0,6.0,340,recipe/Golden-Parmesan-Herb-Crusted-Salmon-9029465,Golden Parmesan-Herb Crusted Salmon,https://lh3.googleusercontent.com/H__6ev_F-e3EJ-ZGqxeVjXUKM2bk0yhlNDRSj-urvO3wIdEeiTJiytcdFQ68A16oxD4J8uNuxloZQduOAmrydg,5332
Chia-Pudding-2415699,6.0,1.0,6.0,80,recipe/Chia-Pudding-2415699,Chia Pudding,https://lh3.googleusercontent.com/rjgVzAhjLEBtarRSTt2rLLnht19C3UhxV0XClVFRjqNXDwNGIhac_UGeIqvojCelHSYNGdsszT5OcsuR3QDBPQ,2018
Easy-Broccoli-Casserole-9119522,0.0,1.0,6.0,25,recipe/Easy-Broccoli-Casserole-9119522,Easy Broccoli Casserole,https://lh3.googleusercontent.com/X4xEuQXqZAFe5E2WVdiPouL7G7VcbE-qmt0BW6kt-hiecHcMus6gFQcM8V14ricPMJdRXYs741N7FfiQs2eLh_M,954
Easy-4-Ingredient-Tortellini-Bake-9085178,9.0,5.0,6.0,130,recipe/Easy-4-Ingredient-Tortellini-Bake-9085178,Easy 4-Ingredient Tortellini Bake,https://lh3.googleusercontent.com/HVlEf_mBceqJwIyAXaco7eQLNXeyyZsEEGu9ENbtQqYTmSRPyZcDkgMfw3sNDccx11ogsXsKZKl2gVLDk-lz,4636
Creamy-Garlic-Shrimp-9042301,33.0,7.0,6.0,340,recipe/Creamy-Garlic-Shrimp-9042301,Creamy Garlic Shrimp,https://lh3.googleusercontent.com/NcnCCcbQK_uC2Mhi6W8OsP2qcGHxC44rMhQQiNH_1VgOR2h6BMTYl6nxegEavTf5eJVOmHCrQxEhvbF5o0Uo2Zk,22462
Flush-All-Toxins-Out-of-Your-System-With-This-Powerful-Drink-2304179,8.0,5.0,6.0,110,recipe/Flush-All-Toxins-Out-of-Your-System-With-This-Powerful-Drink-2304179,Flush All Toxins Out of Your System With This Powerful Drink,https://lh3.googleusercontent.com/BUxWxOMIxbUuXAYXerZiMVbP1qANUpde_bGGKKMS7hS9UYWes2QlGlHe2Y1rO0e3mDRuW-0GW5Is6_73HwvvVg,2765
Blue-Hawaiian-Mocktail-2499877,1.5,4.0,6.0,50,recipe/Blue-Hawaiian-Mocktail-2499877,Blue Hawaiian Mocktail,https://lh3.googleusercontent.com/scvI9VI4ug--Q0krcCKcu5QgDcFW8TRh2GCYcChDUeGV9YOZDFReOzqXXglIU1eLNmBW0VXxTkphg-nyAOKJ_w,1821
Classic-Spritz-Cookies-2229882,3.5,0.5,6.0,60,recipe/Classic-Spritz-Cookies-2229882,Classic Spritz Cookies,https://lh3.googleusercontent.com/i9VFavFbagLyYcq5gddPUGtNzMKxE3l-ThAY9zu9V6aNDd8GhyOWeuy_NtBn1sQz-6Xe5tI_NCwE7i7-SklO2w,2833
5-Ingredient-Granola-Bars-2667470,17.0,9.0,6.0,210,recipe/5-Ingredient-Granola-Bars-2667470,5-Ingredient Granola Bars,https://lh3.googleusercontent.com/dwkoTUQRsUySf6dHXNdCT3gTdOdIo45g3BmrhZS1328kJVKL022y3OpOo_Tc0aupLvqVn2bfGIcYy7S-N-f75Q,41328
Low-Carb-Twice-Baked-Cauliflower-2210498,26.0,11.0,6.0,300,recipe/Low-Carb-Twice-Baked-Cauliflower-2210498,Low-Carb Twice Baked Cauliflower,https://lh3.googleusercontent.com/s_L_gFPzY5wVwm4T78faUTXpBlJKtL_mTgAhFg9LvZfVYsFekt87wL23gxxxnWQr9WclzRSGSrVIRXWJk-s4Bg,56488
Herbes-de-Provence-Roasted-Chicken-9085179,3.5,2.0,6.0,70,recipe/Herbes-de-Provence-Roasted-Chicken-9085179,Herbes de Provence Roasted Chicken,https://lh3.googleusercontent.com/yfLTFbZtEQg2AG1ak-pgJ92fhGKiXPyjf3wMye29dcN4YEv5fBCSQTocpbpqUlh6M6INqkEdImcmHH4wdyoPjQ,923
4-Ingredient-Gut-Tonic-for-Weight-Loss_-Digestion-_-Immunity-2427576,0.0,0.0,6.0,25,recipe/4-Ingredient-Gut-Tonic-for-Weight-Loss_-Digestion-_-Immunity-2427576,"4-Ingredient Gut Tonic for Weight Loss, Digestion & Immunity",https://lh3.googleusercontent.com/v5gY8BvkxIuVrXPZVMjgV8GzmKRbdggaV3uJeGInoNvZaj6hHKmWxRqv1rJc20iXH5PDWyp3xEEKktfiCUc_tqc,6845
One-Pan-Creamy-Gnocchi-With-Sausage-2427590,4.0,4.0,6.0,70,recipe/One-Pan-Creamy-Gnocchi-With-Sausage-2427590,One Pan Creamy Gnocchi With Sausage,https://lh3.googleusercontent.com/encXuAO-rqaWpobrMJ0wx-4mfs7eol48wQtecQpQmIEBNDYeQTWynL7Hd9jALRzkOABAbOefTMMxtxL1tMf6yMQ,12438
White-Chicken-Enchiladas-W_-Green-Chilies-2427256,3.5,25.0,6.0,150,recipe/White-Chicken-Enchiladas-W_-Green-Chilies-2427256,White Chicken Enchiladas W/ Green Chilies,https://lh3.googleusercontent.com/ChI4DmEe7R_C3WPbifTZRRsXDtrn_CisC1cOnWVzN5ZFbrOZ-K4I7VN9Vjk_D7g_RashbcfyTzotvEqAvfuL1TA,48106
Baked-Zucchini-With-Mozzarella-2588402,30.0,31.0,6.0,420,recipe/Baked-Zucchini-With-Mozzarella-2588402,Baked Zucchini With Mozzarella,https://lh3.googleusercontent.com/cgP5Xt835AUxouU3MZEz0eCtA6CT349RtTZMnP2XEq63jN70ikockPyCwquo8-0d4mpGim0wWx_kSbnzgWiq4Q,15294
Peanut-Butter-Banana-Apple-Smoothie-2682213,23.0,6.0,6.0,240,recipe/Peanut-Butter-Banana-Apple-Smoothie-2682213,Peanut Butter Banana Apple Smoothie,https://lh3.googleusercontent.com/gMHSdXnAsOgp69L9WEIrd9n9U7XKCRcbuFT8VCuKGtmEuBonr3ogrGkPYIZ_8G14JjtpjMTi1-ELEc_R1giOmQ,3701
Three-Ingredient-Italian-BBQ-Chicken-2592658,14.0,49.0,6.0,350,recipe/Three-Ingredient-Italian-BBQ-Chicken-2592658,Three Ingredient Italian BBQ Chicken,https://lh3.googleusercontent.com/TSBIrjNcVPgUn3LKBVIiQb1AA3T5Ei_47JTIVcfr0Q6j9627PhByi9451rw6RIU8rtAD9uIZt8UWYN50FkTbXA,140100
Best-Easy-Honey-Lemon-Chicken-2721136,87.0,18.0,6.0,870,recipe/Best-Easy-Honey-Lemon-Chicken-2721136,Best Easy Honey Lemon Chicken,https://lh3.googleusercontent.com/WsQxj9WAGux_XhWzkOATcVuji-rQ0pXjsOQAX3t6GI_q0h6hysPodlnvMd84xdJl-hMGu4Z7T3-ewjkZlWyodQ,202313
Honey-Dijon-Garlic-Chicken-Breasts-2208217,9.0,1.0,6.0,100,recipe/Honey-Dijon-Garlic-Chicken-Breasts-2208217,Honey Dijon Garlic Chicken Breasts,https://lh3.googleusercontent.com/6UAzWV0Z-Goh0kavmNUnmY0vZhBEL5w1Xx2URRShCHejIcKYa84olNZjjxY57qat4hESdcNNtjuTt7peDgrGj2Q,167829
Whipped-Shortbread-Cookies-2601750,47.0,5.0,60.0,680,recipe/Whipped-Shortbread-Cookies-2601750,Whipped Shortbread Cookies,https://lh3.googleusercontent.com/KgBv1bKwAoznW1mbVk9g-VLeNZTyLOmmjYS8rMImZduAf8qtTYn9EodV23YNxxTMEWtBbU7KJQmOJy66j4S1,8323
Pumpkin-Apple-Dog-Treats-2194432,26.0,30.0,60.0,580,recipe/Pumpkin-Apple-Dog-Treats-2194432,Pumpkin Apple Dog Treats,https://lh3.googleusercontent.com/PoylJn7ivQvwVf11__42To5Nkot4s8TDGafJ8l5BkvM9gIcaIFF1LE__xyS-UOVnpXg8c_csW-t6pRzY62MI,1198
Garlic-Butter-Sauteed-Corn-2629620,27.0,22.0,60.0,560,recipe/Garlic-Butter-Sauteed-Corn-2629620,Garlic Butter Sautéed Corn,https://lh3.googleusercontent.com/VK5GCSiHOEN6b6Hoa1rizKnLBfZ2YgFsNJpZfk3h7b5NKVyWCwFMmXmJD42dWguIG_nKno4kI9VatSuXDRy1oRs,2386
Homemade-Nightshade-Free-Taco-Seasoning-9084952,16.0,12.0,60.0,400,recipe/Homemade-Nightshade-Free-Taco-Seasoning-9084952,Homemade Nightshade-Free Taco Seasoning,https://lh3.googleusercontent.com/TwXH4TLoDzXzNWWjdYb13xObXEZbiRgKldUmplGbFz3Uf58qCNcbfRs93At7BnMKRdZ-pZlwL9PcxJVoOrfo1Q,75
Lemon-Butter-Baked-Cod-2068603,2.5,7.0,60.0,280,recipe/Lemon-Butter-Baked-Cod-2068603,Lemon Butter Baked Cod,https://lh3.googleusercontent.com/mebNpQXlNm1u8ceKvtoNbe-vgWp9bGMTz1zEfn98PCJc7lLCC3t9DeahHip9CBTgHKH6UUmYkyyGfVV-2B7atg,26045
Creamy-Garlic-Butter-Pasta-2619070,11.0,11.0,61.0,390,recipe/Creamy-Garlic-Butter-Pasta-2619070,Creamy Garlic Butter Pasta,https://lh3.googleusercontent.com/rU73wP9tjLwnLidbhdKxKXXc6cBPR-yGWyKVr0iBOPK8vvTOMGmmziCtcNPz6T9t5vG0070yQRoN_OqF1ub-LQ,70585
Vegan-Chickpea-_Meatloaf_-9083673,8.0,18.0,62.0,380,recipe/Vegan-Chickpea-_Meatloaf_-9083673,"Vegan Chickpea ""Meatloaf""",https://lh3.googleusercontent.com/Wd0ZWAmNgEZ84v_QC1IHMb1dz9PxX6IGr4YABmhvAGlqKpGHR0ujqSVTvZEMsDs8lZcOOliUj5dM-ZNsGW782g,704
Pioneer-Scone-2574781,13.0,5.0,62.0,380,recipe/Pioneer-Scone-2574781,Pioneer Scone,https://lh3.googleusercontent.com/EwZAz7f-oZ_Yrsb-66nhrGJtJeUvznhY7HqXrykfJjyhFyWjVV6MUG_bfQbP4_GIyEfpdei2oqA0FmH-qqWI,553
Easy-Cajun-Baked-Salmon-9029443,37.0,10.0,63.0,580,recipe/Easy-Cajun-Baked-Salmon-9029443,Easy Cajun Baked Salmon,https://lh3.googleusercontent.com/_NxRIlMo5HBQoDwMexOH0MteA5rzLnMQGhPQg5tNxJhy4OSxhaGOIKQIU7CRvg_4JBXLVb6KEkZAtzBS4yzT_mI,7627
Cracked-Out-Tater-Tot-Casserole-2590756,21.0,18.0,63.0,510,recipe/Cracked-Out-Tater-Tot-Casserole-2590756,Cracked Out Tater Tot Casserole,https://lh3.googleusercontent.com/OMSOibBSWoDqsPtr8UbLCvIsXqYF93k-ClzdAgQqMZ7n08W2zOIdkRiiQ5aJe3W-9PA5LWWKq_L3y83QVyU1Bw,13026
French-Toast-2412767,21.0,6.0,63.0,450,recipe/French-Toast-2412767,French Toast,https://lh3.googleusercontent.com/BH5mIZ23rSvDI7Ut8edhKolAmVY7UIAE_qPUheGShnb6B6w0bS8x2M3V0-WoeGEMNxi4RZUZAdXsedak0sLZNQ,3289
Cranberry-Blueberry-Spring-Mix-Salad-with-Blueberry-Balsamic-Dressing-2306953,41.0,10.0,64.0,650,recipe/Cranberry-Blueberry-Spring-Mix-Salad-with-Blueberry-Balsamic-Dressing-2306953,Cranberry Blueberry Spring Mix Salad with Blueberry Balsamic Dressing,https://lh3.googleusercontent.com/hq08NAR9N2fnzOwBApxGEX7POcdbAlNSFEFSJVOeyqyrvxC7tW0sIKbEteJgp3hgN7-j1ycC231ivpKYte2Ubtk,3752
Detox-Water-Drink-To-Flush-Fat-2171212,29.0,4.0,65.0,500,recipe/Detox-Water-Drink-To-Flush-Fat-2171212,Detox Water Drink To Flush Fat,https://lh3.googleusercontent.com/UL0w2k4VuTuSC8zEz7n1I07VnTNXFLv2GMKwpQxYnTIMWQHOx6HfstoZNA3qhcwCn3fsN0wM1Sf11jOeshov4w,15762
Ravioli-with-Tomatoes-Asparagus-Garlic-and-Herbs-2410281,15.0,16.0,65.0,460,recipe/Ravioli-with-Tomatoes-Asparagus-Garlic-and-Herbs-2410281,Ravioli with Tomatoes Asparagus Garlic and Herbs,https://lh3.googleusercontent.com/kfXSC6pVDrIXUlMyg0FsdycFxnnsvFKf8s_y5jOkLkTQOra8ec7a9EAIlUumaPRrFLWguiTdT2PhrtWDHe25BQ,15749
Cauliflower-Tortillas-2353985,36.0,41.0,65.0,750,recipe/Cauliflower-Tortillas-2353985,Cauliflower Tortillas,https://lh3.googleusercontent.com/8i1V5t8oeuYcIpk2gOqut2Xa3YGLx2pa2lIycgAs9c66snE8cgy1cR0X2aSr4reWzI-FqOoNVukxehUa1MyXQg,71264
